from,to,comm_from,comm_to
161,455,1,1
44,508,1,1
304,469,1,1
38,521,1,1
49,391,1,1
50,511,1,1
32,36,1,1
1,306,1,1
127,415,1,1
37,366,1,1
3,315,1,1
42,181,1,1
53,258,1,1
22,271,1,1
49,347,1,1
312,434,1,1
15,218,1,1
156,223,1,1
19,238,1,1
2,48,1,1
397,520,1,1
41,282,1,1
42,553,1,1
415,467,1,1
146,248,1,1
3,49,1,1
6,94,1,1
141,174,1,1
2,372,1,1
327,533,1,1
4,403,1,1
95,283,1,1
147,312,1,1
24,29,1,1
311,382,1,1
26,472,1,1
349,373,1,1
166,506,1,1
55,272,1,1
28,199,1,1
20,401,1,1
495,528,1,1
87,444,1,1
3,321,1,1
235,518,1,1
47,371,1,1
171,501,1,1
228,278,1,1
109,352,1,1
100,545,1,1
4,61,1,1
76,114,1,1
1,249,1,1
172,370,1,1
27,145,1,1
86,173,1,1
172,486,1,1
54,464,1,1
425,438,1,1
151,190,1,1
325,533,1,1
156,406,1,1
29,152,1,1
10,342,1,1
174,369,1,1
15,445,1,1
26,289,1,1
183,286,1,1
219,300,1,1
20,241,1,1
55,538,1,1
19,31,1,1
30,260,1,1
44,474,1,1
181,467,1,1
37,54,1,1
39,48,1,1
71,233,1,1
12,86,1,1
37,190,1,1
52,187,1,1
80,432,1,1
34,400,1,1
248,494,1,1
3,190,1,1
10,349,1,1
84,241,1,1
83,525,1,1
63,142,1,1
213,238,1,1
5,419,1,1
148,378,1,1
55,60,1,1
347,519,1,1
267,301,1,1
9,33,1,1
38,45,1,1
31,36,1,1
31,178,1,1
133,335,1,1
340,462,1,1
90,546,1,1
303,320,1,1
49,187,1,1
170,199,1,1
234,411,1,1
48,84,1,1
13,54,1,1
308,428,1,1
279,441,1,1
118,250,1,1
44,176,1,1
2,410,1,1
33,50,1,1
5,307,1,1
5,271,1,1
156,215,1,1
26,472,1,1
79,94,1,1
11,332,1,1
34,470,1,1
26,322,1,1
11,28,1,1
14,44,1,1
13,112,1,1
162,370,1,1
135,242,1,1
25,47,1,1
4,203,1,1
7,161,1,1
12,147,1,1
469,503,1,1
43,401,1,1
191,492,1,1
341,431,1,1
38,436,1,1
230,335,1,1
68,135,1,1
105,370,1,1
49,381,1,1
35,186,1,1
21,52,1,1
54,342,1,1
10,109,1,1
10,539,1,1
266,338,1,1
430,464,1,1
228,283,1,1
25,242,1,1
72,280,1,1
4,56,1,1
3,34,1,1
19,410,1,1
32,330,1,1
126,524,1,1
10,168,1,1
21,358,1,1
275,435,1,1
14,41,1,1
37,446,1,1
24,306,1,1
1,55,1,1
313,528,1,1
23,133,1,1
406,505,1,1
4,203,1,1
3,9,1,1
24,46,1,1
11,310,1,1
42,431,1,1
325,424,1,1
107,415,1,1
343,452,1,1
13,313,1,1
415,510,1,1
22,291,1,1
285,369,1,1
48,326,1,1
424,457,1,1
139,208,1,1
34,552,1,1
3,18,1,1
176,404,1,1
13,434,1,1
39,366,1,1
167,394,1,1
70,235,1,1
4,29,1,1
49,140,1,1
39,89,1,1
398,509,1,1
153,433,1,1
56,223,1,1
167,317,1,1
426,553,1,1
123,215,1,1
305,553,1,1
10,441,1,1
26,280,1,1
8,14,1,1
9,160,1,1
342,541,1,1
129,134,1,1
134,320,1,1
225,462,1,1
330,543,1,1
