from,to,comm_from,comm_to
400,528,1,1
275,479,1,1
129,256,1,1
3,523,1,1
36,282,1,1
519,538,1,1
50,505,1,1
8,516,1,1
53,444,1,1
2,360,1,1
214,371,1,1
70,95,1,1
9,34,1,1
48,255,1,1
205,460,1,1
7,254,1,1
17,243,1,1
6,361,1,1
43,515,1,1
12,140,1,1
26,253,1,1
174,392,1,1
22,525,1,1
54,228,1,1
281,405,1,1
424,509,1,1
169,289,1,1
65,413,1,1
97,436,1,1
4,196,1,1
194,433,1,1
1,381,1,1
161,238,1,1
316,507,1,1
30,458,1,1
98,155,1,1
137,340,1,1
213,337,1,1
30,151,1,1
64,494,1,1
211,241,1,1
211,369,1,1
63,477,1,1
19,387,1,1
34,187,1,1
35,415,1,1
5,313,1,1
206,242,1,1
3,269,1,1
4,360,1,1
136,505,1,1
171,429,1,1
199,330,1,1
32,456,1,1
340,484,1,1
269,332,1,1
52,78,1,1
1,254,1,1
26,272,1,1
36,372,1,1
115,537,1,1
196,316,1,1
31,511,1,1
143,300,1,1
17,229,1,1
494,553,1,1
280,357,1,1
20,301,1,1
1,11,1,1
32,197,1,1
22,518,1,1
36,46,1,1
45,274,1,1
281,338,1,1
96,293,1,1
29,189,1,1
46,66,1,1
56,274,1,1
5,134,1,1
164,489,1,1
79,131,1,1
114,193,1,1
39,537,1,1
2,484,1,1
1,351,1,1
147,280,1,1
28,547,1,1
99,398,1,1
52,342,1,1
16,383,1,1
207,216,1,1
233,380,1,1
28,30,1,1
19,431,1,1
22,118,1,1
223,260,1,1
90,157,1,1
121,417,1,1
7,526,1,1
28,351,1,1
42,95,1,1
35,414,1,1
27,442,1,1
2,279,1,1
38,126,1,1
184,445,1,1
21,108,1,1
49,96,1,1
263,533,1,1
8,454,1,1
110,549,1,1
5,35,1,1
388,485,1,1
187,386,1,1
251,427,1,1
28,334,1,1
244,411,1,1
22,462,1,1
1,427,1,1
22,514,1,1
156,414,1,1
13,400,1,1
52,388,1,1
18,395,1,1
196,499,1,1
75,496,1,1
9,460,1,1
146,458,1,1
6,22,1,1
342,483,1,1
5,128,1,1
13,22,1,1
5,11,1,1
25,409,1,1
48,210,1,1
44,50,1,1
412,421,1,1
51,148,1,1
2,93,1,1
19,206,1,1
5,318,1,1
222,356,1,1
164,289,1,1
7,83,1,1
208,450,1,1
1,436,1,1
32,549,1,1
38,398,1,1
10,268,1,1
7,316,1,1
39,47,1,1
328,523,1,1
3,12,1,1
521,525,1,1
238,312,1,1
7,512,1,1
51,399,1,1
4,16,1,1
71,501,1,1
30,295,1,1
57,288,1,1
120,362,1,1
33,363,1,1
1,67,1,1
40,378,1,1
218,470,1,1
310,476,1,1
49,292,1,1
29,43,1,1
259,289,1,1
10,117,1,1
18,444,1,1
19,417,1,1
30,244,1,1
33,179,1,1
87,285,1,1
52,438,1,1
368,425,1,1
38,53,1,1
404,519,1,1
8,101,1,1
4,68,1,1
47,271,1,1
202,351,1,1
12,12,1,1
3,167,1,1
473,555,1,1
227,533,1,1
4,336,1,1
250,438,1,1
546,551,1,1
45,111,1,1
13,125,1,1
146,356,1,1
291,490,1,1
1,10,1,1
24,535,1,1
300,429,1,1
149,549,1,1
404,471,1,1
2,530,1,1
8,407,1,1
32,108,1,1
193,289,1,1
32,92,1,1
474,510,1,1
20,44,1,1
223,348,1,1
31,217,1,1
26,510,1,1
68,362,1,1
3,137,1,1
163,303,1,1
266,413,1,1
77,352,1,1
121,122,1,1
2,19,1,1
300,381,1,1
416,461,1,1
4,421,1,1
1,413,1,1
14,485,1,1
5,518,1,1
456,515,1,1
9,184,1,1
2,398,1,1
18,269,1,1
35,375,1,1
13,293,1,1
4,418,1,1
433,519,1,1
20,521,1,1
123,169,1,1
29,213,1,1
5,434,1,1
115,201,1,1
9,473,1,1
63,483,1,1
3,17,1,1
3,405,1,1
52,540,1,1
137,472,1,1
49,161,1,1
9,43,1,1
48,96,1,1
36,362,1,1
145,440,1,1
399,504,1,1
34,436,1,1
29,354,1,1
53,119,1,1
294,457,1,1
256,500,1,1
4,11,1,1
164,493,1,1
180,295,1,1
219,428,1,1
43,410,1,1
10,20,1,1
17,165,1,1
40,332,1,1
9,507,1,1
3,211,1,1
33,242,1,1
23,368,1,1
67,366,1,1
14,455,1,1
116,351,1,1
59,87,1,1
32,55,1,1
24,434,1,1
63,413,1,1
13,536,1,1
16,484,1,1
27,30,1,1
180,349,1,1
412,484,1,1
443,478,1,1
54,238,1,1
30,47,1,1
24,51,1,1
7,115,1,1
42,354,1,1
179,473,1,1
376,507,1,1
61,84,1,1
11,33,1,1
50,213,1,1
32,54,1,1
40,507,1,1
78,285,1,1
7,441,1,1
78,107,1,1
90,422,1,1
17,460,1,1
3,286,1,1
21,153,1,1
327,545,1,1
3,5,1,1
302,391,1,1
19,497,1,1
284,519,1,1
236,284,1,1
12,372,1,1
427,514,1,1
3,124,1,1
211,241,1,1
299,491,1,1
28,471,1,1
328,415,1,1
5,343,1,1
16,23,1,1
40,308,1,1
268,305,1,1
2,51,1,1
45,231,1,1
210,551,1,1
4,535,1,1
44,438,1,1
40,54,1,1
25,210,1,1
148,532,1,1
9,479,1,1
360,468,1,1
11,391,1,1
38,134,1,1
53,299,1,1
21,529,1,1
412,501,1,1
274,387,1,1
25,485,1,1
15,468,1,1
467,499,1,1
31,520,1,1
32,173,1,1
7,322,1,1
164,428,1,1
65,125,1,1
302,316,1,1
51,549,1,1
170,325,1,1
400,540,1,1
387,479,1,1
326,526,1,1
54,459,1,1
134,434,1,1
195,364,1,1
86,93,1,1
28,49,1,1
33,419,1,1
32,215,1,1
8,375,1,1
5,365,1,1
215,270,1,1
170,215,1,1
202,535,1,1
30,37,1,1
29,52,1,1
46,356,1,1
37,533,1,1
44,420,1,1
5,501,1,1
237,345,1,1
9,24,1,1
245,302,1,1
293,335,1,1
86,545,1,1
149,353,1,1
509,528,1,1
520,529,1,1
140,312,1,1
3,157,1,1
295,476,1,1
9,111,1,1
77,543,1,1
229,462,1,1
398,468,1,1
5,27,1,1
41,498,1,1
4,97,1,1
26,35,1,1
66,81,1,1
5,279,1,1
33,237,1,1
35,409,1,1
235,309,1,1
11,218,1,1
6,125,1,1
27,554,1,1
3,17,1,1
8,383,1,1
8,39,1,1
4,329,1,1
12,39,1,1
51,245,1,1
23,317,1,1
495,551,1,1
123,164,1,1
292,395,1,1
164,414,1,1
39,532,1,1
126,486,1,1
51,435,1,1
27,398,1,1
40,77,1,1
18,408,1,1
77,249,1,1
17,450,1,1
61,540,1,1
343,536,1,1
216,294,1,1
40,497,1,1
61,482,1,1
231,399,1,1
132,249,1,1
35,420,1,1
99,532,1,1
241,545,1,1
52,201,1,1
187,385,1,1
414,428,1,1
202,255,1,1
529,547,1,1
22,23,1,1
33,555,1,1
8,10,1,1
71,134,1,1
3,162,1,1
37,327,1,1
241,261,1,1
38,493,1,1
35,108,1,1
141,254,1,1
44,169,1,1
16,519,1,1
273,349,1,1
48,198,1,1
16,273,1,1
53,172,1,1
3,47,1,1
74,530,1,1
9,378,1,1
297,424,1,1
31,56,1,1
11,32,1,1
45,536,1,1
2,438,1,1
260,543,1,1
20,429,1,1
29,54,1,1
22,541,1,1
4,280,1,1
77,544,1,1
12,478,1,1
34,554,1,1
211,276,1,1
5,234,1,1
376,546,1,1
55,141,1,1
546,548,1,1
32,45,1,1
498,509,1,1
126,520,1,1
36,549,1,1
122,512,1,1
172,505,1,1
31,32,1,1
47,413,1,1
240,545,1,1
2,366,1,1
132,240,1,1
14,460,1,1
2,488,1,1
1,18,1,1
4,220,1,1
19,294,1,1
37,358,1,1
33,525,1,1
232,434,1,1
146,538,1,1
1,13,1,1
90,282,1,1
276,440,1,1
135,141,1,1
145,174,1,1
5,52,1,1
4,233,1,1
24,35,1,1
64,349,1,1
21,248,1,1
92,486,1,1
120,144,1,1
13,250,1,1
36,86,1,1
1,263,1,1
108,154,1,1
50,350,1,1
21,74,1,1
304,423,1,1
1,34,1,1
7,227,1,1
191,221,1,1
1,12,1,1
91,259,1,1
20,220,1,1
385,414,1,1
333,448,1,1
14,285,1,1
50,424,1,1
237,251,1,1
2,126,1,1
210,298,1,1
8,541,1,1
135,457,1,1
480,552,1,1
30,515,1,1
133,147,1,1
122,545,1,1
128,231,1,1
5,8,1,1
438,438,1,1
35,362,1,1
16,106,1,1
50,292,1,1
97,328,1,1
131,210,1,1
244,533,1,1
36,479,1,1
41,325,1,1
181,398,1,1
4,236,1,1
51,54,1,1
45,348,1,1
1,16,1,1
27,32,1,1
55,104,1,1
18,138,1,1
228,295,1,1
79,89,1,1
10,21,1,1
248,379,1,1
17,54,1,1
21,250,1,1
1,373,1,1
17,250,1,1
37,470,1,1
209,223,1,1
17,32,1,1
52,393,1,1
247,554,1,1
308,482,1,1
53,501,1,1
222,417,1,1
6,300,1,1
10,276,1,1
24,310,1,1
36,537,1,1
107,312,1,1
114,527,1,1
204,527,1,1
189,456,1,1
210,357,1,1
158,165,1,1
39,201,1,1
170,324,1,1
140,500,1,1
45,496,1,1
270,326,1,1
26,129,1,1
20,284,1,1
28,416,1,1
158,190,1,1
18,245,1,1
111,303,1,1
43,194,1,1
282,387,1,1
46,523,1,1
112,233,1,1
27,103,1,1
33,482,1,1
33,161,1,1
48,405,1,1
67,365,1,1
53,236,1,1
19,527,1,1
87,382,1,1
14,140,1,1
260,501,1,1
354,439,1,1
13,403,1,1
4,27,1,1
93,116,1,1
308,403,1,1
27,38,1,1
13,385,1,1
35,232,1,1
163,293,1,1
57,106,1,1
201,499,1,1
175,533,1,1
4,34,1,1
38,552,1,1
1,204,1,1
126,479,1,1
17,177,1,1
392,536,1,1
39,465,1,1
132,503,1,1
30,191,1,1
36,472,1,1
16,41,1,1
17,263,1,1
110,173,1,1
2,33,1,1
14,358,1,1
32,280,1,1
121,352,1,1
273,477,1,1
41,284,1,1
45,441,1,1
9,128,1,1
455,508,1,1
72,116,1,1
37,55,1,1
1,6,1,1
32,485,1,1
7,267,1,1
140,187,1,1
190,444,1,1
3,151,1,1
5,32,1,1
19,38,1,1
13,135,1,1
60,184,1,1
102,535,1,1
182,372,1,1
19,127,1,1
36,118,1,1
269,550,1,1
12,446,1,1
101,200,1,1
94,351,1,1
11,203,1,1
55,428,1,1
116,517,1,1
128,145,1,1
41,472,1,1
29,432,1,1
22,281,1,1
311,394,1,1
87,132,1,1
99,267,1,1
35,502,1,1
23,29,1,1
10,54,1,1
104,186,1,1
456,468,1,1
25,309,1,1
194,302,1,1
34,136,1,1
451,533,1,1
36,172,1,1
263,344,1,1
49,62,1,1
13,31,1,1
109,209,1,1
66,446,1,1
234,550,1,1
376,466,1,1
184,308,1,1
143,416,1,1
27,428,1,1
358,493,1,1
18,255,1,1
49,123,1,1
54,482,1,1
191,368,1,1
21,73,1,1
30,491,1,1
336,402,1,1
124,468,1,1
212,468,1,1
67,283,1,1
4,54,1,1
5,325,1,1
38,389,1,1
425,511,1,1
28,238,1,1
38,439,1,1
341,519,1,1
52,547,1,1
2,330,1,1
209,298,1,1
98,319,1,1
33,42,1,1
36,132,1,1
227,553,1,1
45,248,1,1
423,543,1,1
149,236,1,1
93,427,1,1
36,543,1,1
206,490,1,1
51,225,1,1
4,377,1,1
466,532,1,1
357,386,1,1
314,421,1,1
4,367,1,1
97,434,1,1
104,390,1,1
264,393,1,1
27,185,1,1
278,478,1,1
299,549,1,1
28,517,1,1
120,391,1,1
15,51,1,1
33,230,1,1
227,283,1,1
11,53,1,1
26,200,1,1
9,89,1,1
49,267,1,1
25,53,1,1
185,302,1,1
105,322,1,1
287,420,1,1
62,423,1,1
191,524,1,1
181,418,1,1
419,493,1,1
117,539,1,1
48,534,1,1
322,495,1,1
13,44,1,1
19,197,1,1
75,520,1,1
54,132,1,1
2,47,1,1
35,477,1,1
134,239,1,1
6,14,1,1
54,284,1,1
10,391,1,1
87,382,1,1
219,539,1,1
125,317,1,1
412,418,1,1
35,502,1,1
82,248,1,1
3,393,1,1
16,523,1,1
501,528,1,1
24,380,1,1
45,486,1,1
51,475,1,1
410,449,1,1
284,532,1,1
197,543,1,1
312,450,1,1
2,444,1,1
281,512,1,1
18,112,1,1
7,57,1,1
175,372,1,1
55,425,1,1
5,549,1,1
46,501,1,1
51,388,1,1
326,410,1,1
31,257,1,1
311,317,1,1
45,84,1,1
12,541,1,1
147,223,1,1
54,391,1,1
49,299,1,1
13,16,1,1
234,284,1,1
4,131,1,1
25,507,1,1
1,411,1,1
192,448,1,1
33,45,1,1
29,48,1,1
356,370,1,1
10,74,1,1
127,128,1,1
108,433,1,1
36,435,1,1
498,523,1,1
28,420,1,1
14,181,1,1
2,143,1,1
6,265,1,1
23,230,1,1
264,441,1,1
246,510,1,1
20,38,1,1
28,238,1,1
27,47,1,1
167,446,1,1
29,285,1,1
328,555,1,1
83,314,1,1
295,329,1,1
60,393,1,1
13,367,1,1
452,520,1,1
183,221,1,1
55,363,1,1
107,223,1,1
33,145,1,1
147,246,1,1
141,375,1,1
32,395,1,1
28,355,1,1
9,48,1,1
14,51,1,1
199,530,1,1
53,472,1,1
227,350,1,1
5,431,1,1
54,500,1,1
265,355,1,1
295,460,1,1
7,118,1,1
43,457,1,1
107,193,1,1
20,247,1,1
121,275,1,1
30,37,1,1
265,497,1,1
1,34,1,1
308,512,1,1
437,472,1,1
327,343,1,1
312,454,1,1
14,377,1,1
50,538,1,1
160,408,1,1
90,322,1,1
51,442,1,1
358,421,1,1
5,43,1,1
108,510,1,1
190,191,1,1
88,191,1,1
129,135,1,1
115,334,1,1
235,396,1,1
250,408,1,1
278,302,1,1
86,159,1,1
378,546,1,1
23,339,1,1
1,316,1,1
328,497,1,1
292,324,1,1
364,441,1,1
97,447,1,1
52,62,1,1
531,535,1,1
60,246,1,1
50,427,1,1
12,501,1,1
21,61,1,1
40,367,1,1
15,183,1,1
317,322,1,1
104,541,1,1
451,535,1,1
4,299,1,1
34,261,1,1
372,433,1,1
9,161,1,1
270,330,1,1
2,368,1,1
21,314,1,1
56,252,1,1
29,42,1,1
16,434,1,1
274,286,1,1
