from,to,comm_from,comm_to
23,39,1,1
91,375,1,1
8,47,1,1
98,453,1,1
98,289,1,1
333,394,1,1
402,516,1,1
4,23,1,1
2,123,1,1
1,11,1,1
196,252,1,1
29,55,1,1
35,280,1,1
15,244,1,1
123,374,1,1
6,21,1,1
284,507,1,1
46,376,1,1
384,545,1,1
104,362,1,1
58,188,1,1
111,423,1,1
33,200,1,1
43,93,1,1
3,404,1,1
2,178,1,1
32,313,1,1
43,453,1,1
3,6,1,1
481,501,1,1
24,115,1,1
30,542,1,1
16,491,1,1
105,331,1,1
38,553,1,1
202,423,1,1
12,39,1,1
23,452,1,1
208,420,1,1
33,167,1,1
298,331,1,1
405,460,1,1
6,469,1,1
189,300,1,1
146,236,1,1
16,117,1,1
329,521,1,1
113,418,1,1
408,539,1,1
4,179,1,1
40,248,1,1
20,385,1,1
55,81,1,1
3,128,1,1
12,464,1,1
20,53,1,1
2,8,1,1
37,50,1,1
139,312,1,1
1,2,1,1
55,409,1,1
58,296,1,1
149,476,1,1
5,303,1,1
60,494,1,1
9,34,1,1
245,303,1,1
6,310,1,1
54,320,1,1
38,69,1,1
79,554,1,1
201,536,1,1
39,97,1,1
51,508,1,1
232,286,1,1
27,456,1,1
262,338,1,1
7,308,1,1
55,101,1,1
10,250,1,1
169,319,1,1
13,122,1,1
211,344,1,1
292,327,1,1
21,215,1,1
6,12,1,1
28,272,1,1
23,40,1,1
3,30,1,1
12,459,1,1
433,494,1,1
35,278,1,1
205,403,1,1
208,340,1,1
437,454,1,1
16,279,1,1
19,306,1,1
92,311,1,1
360,468,1,1
312,512,1,1
13,51,1,1
3,80,1,1
113,157,1,1
44,46,1,1
19,157,1,1
54,377,1,1
179,210,1,1
93,416,1,1
77,260,1,1
4,143,1,1
6,19,1,1
17,85,1,1
48,290,1,1
467,547,1,1
191,294,1,1
22,283,1,1
224,502,1,1
1,46,1,1
78,368,1,1
24,301,1,1
37,274,1,1
256,425,1,1
37,493,1,1
33,277,1,1
151,485,1,1
52,476,1,1
7,482,1,1
17,31,1,1
236,317,1,1
39,106,1,1
12,388,1,1
307,393,1,1
13,57,1,1
4,427,1,1
410,445,1,1
246,477,1,1
382,528,1,1
47,375,1,1
33,321,1,1
26,79,1,1
42,237,1,1
43,175,1,1
54,455,1,1
45,136,1,1
121,359,1,1
32,448,1,1
41,352,1,1
193,367,1,1
5,379,1,1
348,422,1,1
40,457,1,1
174,252,1,1
184,403,1,1
46,153,1,1
4,5,1,1
147,187,1,1
247,551,1,1
1,5,1,1
2,215,1,1
251,534,1,1
22,143,1,1
8,529,1,1
27,182,1,1
13,29,1,1
